"","beta.Bourbonene","beta.Copaen.4a.ol","Sesquisabinene","gamma.Muurolene","X.Z..3.Hexenyl..E..2.methyl.2.butenoate","alpha.Copaene","alpha.Cubebene","beta.Bisabolene","beta.Copaene","beta.Myrcene","gamma.Terpinene","X2.methylbutyl.acetate","Isohexanol","Cyclosativene","p.Mentha.1.3.8.triene","X2.2.6.Trimethyl.1.4.cyclohexanedione","X2.6.Dimethylocta.1.5.7.trien.3.ol","X2.Methyl.6.methylene.1.7.octadien.3.one","X2.6.Dimethyl.1.7.octadien.3.6.diol","Linalool.Oxide","X2.Heptanol","X.Z..2.Hexenol","X.E..2.Hexenal","Allo.Ocimene","Cosmene","X4.Oxoisophorone","beta.Dihydroagarofuran","Terpinen.4.ol","X.E..3.Hexenyl.acetate","X.Z..3.Hexenyl.propanoate","Methyl.3.hexenoate","Rose.furan","X2.6.Dimethyl.3.7.octadien.2.6.diol","Car.3.en.5.one","X.E..Sabinene.hydrate","Heptyl.acetate","Pentyl.acetate","Anisole","Borneol","alpha.Thujene","Verbenone","X.E..Pinocarveol","Pinocamphone","X.Z..Caryophyllene","X2.Methylbutanoic.acid","X.E..3.Hexenyl.butanoate","X.Z..3.Hexenyl.butanoate","X.Z..3.Methylbutylaldoxime","Camphene","Carveol","Caryophyllene","Caryophyllene.oxide","Limonene.Oxide","alpha.Bergamotene","X.Z..3.Hexenyl.2.methylbutanoate","X.Z..3.Hexenyl.isobutyrate","Copaene","beta.Elemene","gamma.Elemene","Terpinolene","beta.Sesquiphellandrene","D.Carvone","D.Limonene","X.E..beta.Ocimene.epoxide","epsilon.Muurolene","beta.Selinene","Carvacrol","X2.Phenylethanol","Prenol","Isobutylaldoxime","X.E..alpha.Bergamotene","X.E..beta.Ocimene","Tricyclene","alphaPinene"
"Galbor1Jun21_08242018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197131922175034,0,0,0,0,0,0,0,0,0,0.191365446203538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168677142618511,0,0,0,0,0,0,0,0,0,0,0,0.218915529128214,0,0,0,0,0,0,0,0,0,0,0.223909959874704
"Galbor2Jun28_08242018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953654567222902,0.0981227746209737,0,0,0,0,0,0,0,0,0.507478976020518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416894764644849,0,0,0,0.213461701240445,0,0,0,0,0,0,0,0,0,0,0.0438816149312877
"Galbor3Jul23_08272018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074968525218192,0,0,0.600444341502093,0,0,0,0,0,0,0,0,0,0,0.0149326880174156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933344511735902,0,0,0,0,0,0,0,0.232554729174778,0,0,0,0,0,0,0,0,0,0,0.0677662709701622
"Galbor4Jul30_08222018.qgd",0,0,0,0,0,0,0,0,0,0,0.0209191328441681,0,0,0,0.0646736507078237,0,0,0,0,0,0,0,0.00528674795873991,0,0,0,0,0,0.475774465450496,0,0,0,0,0,0,0,0,0,0,0.0123770767145306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131368955848057,0.038510685678028,0,0,0,0,0.00823144099004312,0,0,0.207368037142973,0,0.0354898066651411
"Galbor5Aug9_08232018.qgd",0,0,0,0,0,0,0,0,0,0.0499802999138074,0.00486374456342399,0,0,0,0.00727983915279722,0,0,0.0118611094387419,0,0,0,0,0,0.00678347890566593,0,0.12430366196786,0,0,0.344294967447227,0,0,0.00899426106386562,0,0.00357021194549211,0,0,0,0,0,0.00258487422047483,0.0480163165868629,0.00342681951444051,0,0,0,0,0,0,0,0,0.00246929815870877,0,0,0,0,0,0,0,0,0,0,0,0.171237878921822,0,0,0,0,0,0.000375163754584938,0,0,0,0,0.209958074444225
"GB_87_190722_Paul_832019_07.qgd",0,0,0,0,0,0,0,0,0,0.079769136683714,0.00557428660304814,0,0,0,0,0.0368137038659263,0,0,0,0,0,0,0.00299109972709173,0,0,0.468833452301385,0,0.0114880826920681,0.105749330266021,0,0,0,0,0,0,0,0,0,0,0.00448367212457091,0.00653929902613353,0,0,0,0,0,0,0,0,0.00315862137052763,0,0,0.00764166666013714,0,0,0,0,0,0,0,0,0,0.233202899425114,0.00952514901042348,0,0,0,0,0.00298874909598645,0,0,0,0.00279262810743638,0.018448223040416
"GB_88_190722_Paul_832019_08.qgd",0,0,0,0,0,0,0,0,0,0,0.00914343038581255,0,0,0,0,0,0,0,0,0,0,0,0.00788215100364,0,0,0.590928997678414,0,0.019523631240582,0.124440034718143,0,0,0,0,0,0,0,0,0,0,0,0.0166313259406563,0,0,0,0,0,0,0,0,0,0,0,0.0074377790529925,0,0,0,0,0,0,0,0,0,0.197071607438202,0.0124883899587828,0,0,0,0,0,0,0,0,0,0.0144526525827746
"GB_89_190722_Paul_832019_09.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206763102444807,0,0,0,0,0,0,0,0,0,0.428225542626685,0,0.0164600963971452,0.0963664500412573,0,0,0,0,0,0,0,0,0,0,0,0.0119481862854774,0,0,0,0,0,0,0,0,0,0,0,0.00593466033411677,0,0,0,0,0,0,0,0,0,0.194068182812131,0.0214428460147465,0,0,0,0,0,0,0,0,0,0.0187909330436342
"GB_90_190722_Paul_832019_10.qgd",0,0,0,0,0,0,0,0,0,0.0384476081993359,0.0045143235546748,0,0,0,0,0.167702356342442,0,0,0,0.0115732075670501,0,0,0,0,0,0.510837412585492,0,0.0143385903721457,0.0528345441214153,0,0,0,0,0,0,0,0,0,0,0.00182362768467436,0.0154755493248654,0,0,0,0,0,0,0,0,0.0010377811798292,0,0,0.0099642144620161,0,0,0,0,0,0,0,0,0,0.145088320553665,0.0113201162999624,0,0,0,0,0,0,0,0,0,0.0150423477524322
"GBAug5_08242017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779420829511952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125360456282744,0,0,0,0,0,0,0,0,0,0,0.0952187142053036
"GBAug9_08262017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798732891210691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719464899124784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129320618876831
"GBJul21_08162017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2235442043222,0,0,0,0,0,0,0,0,0,0,0.154644757992499,0,0,0,0,0,0,0,0,0,0,0.085975352741561,0,0,0,0,0,0,0,0,0,0,0,0.168987319164136,0,0,0,0,0,0,0.118688337203072,0,0,0,0.248160028576532
"GBJul26_08242017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hetvil1Jul12_08262018.qgd",0.167673152688228,0,0,0,0,0,0.0271058348437879,0,0,0.0710384327476343,0,0,0,0,0,0,0,0,0,0,0,0.00120836364671887,0.0400032394738412,0,0,0,0,0,0.133447730654256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473196256067892,0,0,0,0.155113208365098,0.106032912401254,0.0016436792804813,0,0.0461681250647305,0,0.0477661868944238,0,0,0,0,0,0.0725161479427437,0,0,0,0,0.046456249599827,0,0,0,0,0,0.0365071107901868
"Hetvil2Jul17_08272018.qgd",0.0434457175673647,0,0,0,0,0,0,0,0.00807659908234823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962539836324361,0,0.129472868482262,0,0,0,0.0222306130820945,0,0,0,0,0,0,0.00633571720740663,0,0.0158671206826149,0.0846542728442472,0,0.00189284086028795,0.00433009647401633,0,0,0,0,0.0332939198460429,0.023632035934522,0,0,0.0184810670962936,0,0.0384023513624064,0,0,0,0,0,0.0475165322735663,0,0,0,0,0,0,0,0,0,0,0.512742848841283
"Hetvil3Jul31_08242018.qgd",0.0620610196932213,0,0,0,0,0,0.00618596867968812,0,0,0.0545389046293867,0,0,0,0,0,0,0.00437702194138719,0,0,0,0,0,0.0122590735961672,0,0.0063449583652757,0,0,0,0.236838122445681,0.0131477406345947,0,0,0,0,0,0,0.0177629962102247,0.00287555561954428,0.0946520524819587,0,0,0.00344682227326996,0,0,0,0.0105723702019439,0.0185785565566146,0,0,0,0.0392794845291147,0,0.00172727104645745,0,0.019059424122298,0,0.0158684752711596,0,0,0,0,0.0044588906287218,0.344741129550887,0,0,0,0,0,0,0.0109667371885058,0,0,0,0.0202574243338983
"Hetvil4Aug6_08222018.qgd",0,0,0,0,0,0,0.151175085980588,0,0,0.317540255282126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922215833349485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687758560910005,0,0,0,0,0,0,0,0,0,0,0,0.122006292680721,0,0,0,0,0,0,0,0,0,0,0.248280926630616
"Hetvil5Aug8_08222018.qgd",0.038566279784107,0.0208317062361734,0,0,0,0,0.0191921159624291,0.00492729905462289,0,0.108188121457604,0.0325572416521313,0,0.00517532850904636,0,0.00721578315664928,0,0.00509543242781449,0,0,0,0,0,0.0568858228144307,0,0,0,0,0,0.174847785995803,0.0258834501701308,0,0,0,0,0.198609127424076,0,0,0,0,0.00225029407443382,0,0.00467298563875421,0,0,0,0.0201102850195446,0.0848630290908514,0,0,0,0.0156254815833548,0,0,0,0,0,0.0475264233097864,0,0,0.00373241126672394,0,0,0.0513734420638205,0,0,0.0341941387995419,0,0,0,0,0,0,0,0.0376760145081708
"HV_100_190725_Paul_842019_10.qgd",0.0560513814877992,0,0,0.0256429138982229,0,0,0.0198943572726948,0,0.0501690687921681,0.12593225741746,0,0.00195795127124245,0,0,0.00234674885050948,0,0,0,0,0,0,0,0.0118438963102793,0,0,0,0.0162709392313302,0,0.0808517658693445,0,0,0,0,0,0,0,0,0.000493507341656417,0.0718754927220962,0.00138044598832861,0,0,0.00621034316004547,0,0,0,0,0,0,0,0.050957424146065,0,0.00170595744747019,0,0,0,0.0247489158170207,0,0,0,0,0.0022291641722813,0.271343485028246,0,0.00700479388472596,0.158392874635949,0,0,0,0,0,0,0,0.0126963152550648
"HV_101_190725_Paul_842019_11.qgd",0.0402734941733075,0,0,0,0,0.0138977249284981,0,0,0.032485667788115,0.0671204245373919,0,0,0.0173067241907702,0,0.00282577820111534,0,0,0,0,0,0,0.00136815001770038,0.0159895954041841,0,0,0,0.00858192388243554,0,0.0352552462304988,0,0,0,0,0,0.0408697888943504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120260692173886,0.0192027444498494,0.00152876926773073,0.0527996733282906,0,0,0,0,0.00514788092103085,0,0,0.00282204286971928,0.45336617029206,0,0,0.041306398198212,0,0,0,0.0129276423861637,0,0,0,0.0146634678646893
"HV_102_190725_Paul_842019_12.qgd",0,0,0,0,0,0,0,0,0,0.0788438088557781,0.0120504183011594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157740037967242,0,0,0,0,0,0.319634381197603,0,0,0,0,0,0.0139387956071826,0,0.0354797763901665,0,0,0.0101795144136982,0,0,0,0,0.0331164965296543,0,0,0,0,0,0.0169548324611185,0,0,0,0,0,0.240631439422778,0,0,0,0,0,0,0,0.0246375201724377,0,0,0.0567929786811813
"HV_103_190725_Paul_842019_13.qgd",0.0590245346481087,0,0,0.0400378712479648,0,0,0,0,0,0.0683183872905045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409710419356869,0,0.146728968782591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251318092963195,0,0,0,0,0,0,0,0.0601240087719746,0,0,0,0,0,0.0438262720298887,0,0,0,0,0,0.112047684426683,0,0,0.318966162567351,0,0,0,0,0,0,0,0.084823259002928
"HVAug9_08262017.qgd",0.0980278584129091,0,0,0,0,0.0164482898936405,0,0,0.0145278812279724,0.170094240295007,0,0.0024959115969812,0,0,0,0,0,0.034020320240867,0,0,0,0,0.0215632580962022,0.00786839895903222,0.00917477258639633,0,0,0,0.190393900660397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122500177919938,0,0,0,0.00713320936210022,0,0,0,0,0,0,0.00851882543171639,0.36963125412056,0,0,0,0,0,0,0,0,0,0,0.0378518613242238
"HVJul21_08162017.qgd",0,0,0,0,0,0,0,0,0,0.183629242533674,0,0,0,0,0,0,0,0.0152561705543606,0,0,0,0,0.00823704331926258,0,0,0,0,0,0.269001097163815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558198625578392,0,0,0,0,0,0,0,0,0,0,0.468056583871049
"HVJul26_08242017.qgd",0,0,0,0,0,0,0,0,0,0.772974179237625,0,0,0,0,0,0,0,0.0148103401862258,0,0,0,0,0,0.00218169924904837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00786457941989231,0.00897954913419054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136121520367642,0,0,0,0,0,0,0,0,0,0,0.0570681324053764
"HVJul30_08242017.qgd",0.118251911149294,0,0,0,0,0.00954234563909796,0,0,0.0335323647141098,0.150667112114477,0.019652109268954,0.00198053663897455,0,0,0,0,0,0.0121255714052424,0,0,0.0376167036475855,0,0.0153717625441503,0,0,0,0,0,0.169054850136901,0,0,0,0,0,0.118805176688228,0,0,0.00559813797731252,0.160085238824091,0,0,0,0.0205268114533373,0,0.00241794272774063,0,0,0,0,0,0.0409915867706987,0,0,0,0.0122655926837837,0,0,0,0,0,0,0,0.0456139021954119,0,0,0,0,0,0,0,0,0,0,0.0259003434206095
