"","beta.Bourbonene","beta.Copaen.4a.ol","Sesquisabinene","gamma.Muurolene","X.Z..3.Hexenyl..E..2.methyl.2.butenoate","alpha.Copaene","alpha.Cubebene","beta.Bisabolene","beta.Copaene","beta.Myrcene","gamma.Terpinene","X2.methylbutyl.acetate","Isohexanol","Cyclosativene","p.Mentha.1.3.8.triene","X2.2.6.Trimethyl.1.4.cyclohexanedione","X2.6.Dimethylocta.1.5.7.trien.3.ol","X2.Methyl.6.methylene.1.7.octadien.3.one","X2.6.Dimethyl.1.7.octadien.3.6.diol","Linalool.Oxide","X2.Heptanol","X.Z..2.Hexenol","X.E..2.Hexenal","Allo.Ocimene","Cosmene","X4.Oxoisophorone","beta.Dihydroagarofuran","Terpinen.4.ol","X.E..3.Hexenyl.acetate","X.Z..3.Hexenyl.propanoate","Methyl.3.hexenoate","Rose.furan","X2.6.Dimethyl.3.7.octadien.2.6.diol","Car.3.en.5.one","X.E..Sabinene.hydrate","Heptyl.acetate","Pentyl.acetate","Anisole","Borneol","alpha.Thujene","Verbenone","X.E..Pinocarveol","Pinocamphone","X.Z..Caryophyllene","X2.Methylbutanoic.acid","X.E..3.Hexenyl.butanoate","X.Z..3.Hexenyl.butanoate","X.Z..3.Methylbutylaldoxime","Camphene","Carveol","Caryophyllene","Caryophyllene.oxide","Limonene.Oxide","alpha.Bergamotene","X.Z..3.Hexenyl.2.methylbutanoate","X.Z..3.Hexenyl.isobutyrate","Copaene","beta.Elemene","gamma.Elemene","Terpinolene","beta.Sesquiphellandrene","D.Carvone","D.Limonene","X.E..beta.Ocimene.epoxide","epsilon.Muurolene","beta.Selinene","Carvacrol","X2.Phenylethanol","Prenol","Isobutylaldoxime","X.E..alpha.Bergamotene","X.E..beta.Ocimene","Tricyclene","alphaPinene"
"Achmil5Aug8_08222018.qgd",0,0,0,0,0,0,0,0,0,0.308839221117458,0.177269422388753,0,0,0,0,0,0.155548237182195,0.187801828023297,0,0,0,0,0,0,0,0,0,0.272464313525205,0,0,0,0,0,0,0.772830029969595,0,0,0,0,0.138446211770393,0,0,0,0,0,0,0,0,0,0,0,0.263625224725201,0,0,0,0,0,0,0,0,0,0,0.140960843263975,0,0,0,0,0,0,0,0,0,0,0.183549659002398
"ACJul21_08162017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0.672680732033256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552228712658183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492487646207586
"ACJul26_08242017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881314181469209,0,0,0,0,0,0,0,0.292827570652626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266793901902216,0,0,0,0,0,0,0,0,0,0,0.257601128325811
"AM_84_190719_Paul_832019_04.qgd",0,0,0,0,0.208664411977585,0,0,0,0,0,0.161600201663833,0,0,0,0,0,0,0,0,0,0.384000139400027,0,0,0,0,0.499994338475021,0,0.208046979901714,0.617547335624763,0,0,0,0,0,0,0,0,0,0,0.127683944668236,0,0,0,0,0,0,0,0,0,0,0.219927205589582,0,0,0,0,0,0.208745465488456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AM_91_190722_Paul_832019_11.qgd",0,0,0,0,0,0,0,0,0,0.519253028247862,0,0,0,0,0,0,0,0.0905180787687181,0,0,0,0.0560594234650913,0,0,0,0.151060286849325,0,0,0.762047915163859,0,0,0,0,0,0,0,0.134428782801333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257431416130813,0,0,0,0,0,0,0,0,0,0,0.176527176907861
"AM_92_190722_Paul_842019_02.qgd",0,0,0.0657924387878787,0,0,0.0931777860258626,0,0,0,0.137716547255805,0.103859779512151,0,0,0,0,0,0,0,0,0,0,0.209615913855821,0.32934640099622,0,0,0.23716676567861,0,0,0.763144613054491,0.12846730654142,0,0,0,0,0,0,0.0944834242091418,0,0,0.0831921669695025,0,0,0,0,0,0,0.0905183025930266,0,0,0,0.0745836757123111,0.104075987459858,0,0,0,0,0,0,0,0,0,0,0.203390477433963,0,0,0,0,0,0.0774385547898251,0.158753266217658,0.069200496442646,0,0,0.178592187439257
"AM_93_190722_Paul_842019_03.qgd",0,0,0,0,0,0,0,0,0,0.179596360662201,0,0.0555964908366479,0.299431475000691,0,0,0,0,0,0,0,0,0,0,0,0,0.118307160549146,0,0,0.696057414657392,0,0,0.0887527820779027,0,0,0,0.0647867298959163,0.0928937035787389,0,0.292242987298011,0.046018823194856,0,0.150359315787415,0,0,0,0,0,0,0,0,0.137145838384268,0.159359703895011,0,0,0,0,0.144085885731667,0.120699423680816,0,0,0.050704561774918,0,0.271885351892105,0,0,0.128157334264423,0,0,0.0559408965753786,0.130154657401506,0,0,0,0.230536583374991
"AMAug5_08242017.qgd",0,0,0.132461094804216,0,0,0,0,0,0,0.157129355268885,0.346847104138373,0,0,0,0,0,0,0,0,0,0,0,0,0.0706244774890433,0.0928042736067736,0,0,0,0,0,0,0,0,0.0353638221542525,0.166861258003829,0,0,0,0.514014783141182,0.0729260549420133,0,0,0,0,0,0,0,0.169573483597641,0.248869523348758,0,0.113077486544618,0,0,0,0,0,0.128615720802668,0.0793040669094225,0,0,0,0.119245421328241,0.562337080189822,0.128725670001205,0,0,0.0787731123384072,0,0,0.0991869357094399,0,0,0,0.189403009069855
"AMJul21_08162017.qgd",0,0,0,0,0,0,0,0,0,0.541335440753194,0.558244721893859,0,0,0,0,0,0.172855264804757,0.202818456888318,0,0,0,0,0.128294516602998,0,0,0.15362994034556,0,0.119685919230447,0.258505772380166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159102114119193,0,0,0,0,0,0,0.148001600553085,0,0,0.126039308609983,0,0.306631384923794,0,0,0,0,0,0,0,0,0,0,0.214397380677547
"AMJul28_08242017.qgd",0,0,0,0,0,0,0,0,0,0.289984567968622,0,0.0674448471138153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172821189090086,0,0,0.598104877594893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6356669148573,0.135307629208492,0,0,0,0,0,0,0.0995052796266543,0,0,0.302459341229087
"Arecon1Jun23_08272018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0.354538863671574,0,0,0,0,0,0.419437075549283,0,0,0,0,0,0,0,0,0,0.606755390370761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447364926000121,0,0,0,0,0,0,0,0,0,0,0.360676105449289
"Arecon3Jul13_08262018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0.634094572623962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773255503031718
"Arecon4Aug3_08222018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arecon4Jul17_08242018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0.561580891533598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576040081186911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450727806071908,0,0,0,0,0,0,0,0,0,0,0.386845152437137
"Camrot1Jul12_08282018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784307868084638,0,0,0,0,0,0,0,0,0.43237405334028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444875090400246
"Camrot2Jul17_08272018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0.281805629192619,0,0,0,0,0,0,0,0,0.357482866037162,0,0,0,0,0,0.649722377400964,0,0,0,0,0,0,0,0,0.303189941798528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527947231588398
"Camrot3Aug3_08282018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463116665639502,0,0,0,0,0.329918902755738,0,0,0,0,0,0,0,0,0,0.494022355297096,0,0,0,0,0,0.261181687150985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217762782752657,0,0,0,0,0,0,0,0,0,0,0,0.563011439335733
"Camrot4Aug6_08232018.qgd",0.6004117083295,0.19198751333709,0,0,0,0,0,0,0,0,0,0,0,0.444726941301741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471459881985165,0,0,0,0,0,0,0,0,0.261193698415847,0,0,0,0,0,0,0,0,0,0,0,0,0.338183314919994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Camrot5Aug8_08222018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0.724621947293545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498158313830473,0,0,0,0,0,0,0,0,0.370092786498359,0,0,0,0,0,0,0,0,0,0,0,0,0.29965422947786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR_78_190718_Paul_832019_13.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0.307474079048137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28065464790491,0,0,0,0,0,0,0,0,0.181525063346291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791464773284762,0,0,0,0,0,0,0,0,0,0,0.409053570268365
"CR_79_190718_Paul_832019_14.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0.603779251523349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459451975990354,0,0,0,0,0,0,0,0,0.280831763304475,0,0,0,0,0,0,0,0,0,0,0,0,0.276501673007582,0,0,0,0,0,0,0,0,0,0,0,0.386436883374577,0,0,0,0,0,0,0,0,0,0,0.345978869151736
"CR_80_190718_Paul_832019_15.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0.411465755174794,0,0,0,0,0,0,0,0.145244916108708,0.438966469504867,0,0,0,0,0,0.341627059975229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639827145586678,0,0,0,0,0,0,0,0,0,0,0.30136433262171
"CR_81_190718_Paul_832019_16.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0.492507744575062,0,0,0,0,0,0,0,0,0.341552893291745,0,0,0,0,0,0.364021414608795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659755019156011,0,0,0,0,0,0,0,0,0,0,0.270165628869193
"CR_82_190719_Paul_832019_02.qgd",0.491988836646119,0.228906134086588,0,0,0,0,0,0,0,0,0,0,0,0.585589744284575,0,0,0,0,0,0.288067332596254,0,0,0.262142391633873,0,0,0,0,0,0.191157605280664,0,0,0,0,0,0,0,0,0.273829703999143,0,0,0,0,0,0,0,0,0,0,0,0,0.281006331160925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142981471456234
"CRAug9_08262017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477775309786401,0,0,0,0,0,0,0,0,0.659515950214099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440951428119785,0,0,0,0,0,0,0,0,0,0,0.377268210708012
"CRJul21_08162017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322987104531387,0,0,0,0,0,0,0,0,0,0.481316389757486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633073879739198,0,0,0,0,0,0,0,0,0,0,0.513060743040442
"CRJul26_08242017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73454249459125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52652608909623,0,0,0,0,0,0,0,0,0,0,0.428039251869139
"CRJul30_08242017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3698853076665,0,0,0,0,0,0.730774227631873,0,0,0,0,0,0,0,0,0.309112312050031,0,0,0,0,0,0,0,0,0,0,0,0,0.260494006875135,0,0,0,0,0,0,0,0,0,0,0,0.298613188746515,0,0,0,0,0,0,0,0,0,0,0.276724595635005
"Erisub1Jun21_08272018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415754810285045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43048611736475,0.365759147377667,0,0,0.208737480077637,0,0,0,0,0,0,0,0.499569167304322,0,0,0,0,0,0,0,0,0,0,0.463583000206366
"Erisub2Jun27_08282018.qgd",0,0,0,0,0,0,0,0,0,0,0,0.130088059821199,0,0,0,0,0,0,0,0,0,0,0,0,0.118018166010334,0,0,0,0.753276759384708,0,0.14804538762851,0,0,0.125426984870451,0,0,0,0.127860910014991,0,0,0,0,0,0,0,0,0.21767472447932,0,0,0,0.166128161895424,0,0,0,0,0.191613537170374,0,0,0,0,0,0,0.223604694908756,0,0,0,0,0.333537198226111,0.122830095313251,0,0,0.208660382088132,0,0.127106436817041
"Erisub3Jul23_08272018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177838969345645,0,0,0,0,0,0.615167122313453,0,0,0,0,0,0,0,0.172614173643105,0,0,0,0,0,0,0,0,0,0.587855364876328,0,0,0,0.223025593781062,0,0,0,0,0,0,0,0,0,0,0,0.277836690701053,0,0,0,0,0,0.26234748634186,0,0,0,0,0.137161524777508
"ES_69_190718_Paul_832019_03.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159988028817411,0,0,0,0,0,0.58328150828373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19018336250442,0,0,0,0,0,0,0.401264040102439,0,0,0,0,0.627494752240237,0,0,0,0,0,0.207976699145653
"ES_70_190718_Paul_832019_04.qgd",0,0,0,0,0,0,0,0,0,0,0,0.0719149663877868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921061766003139,0.684514750697678,0,0,0,0,0,0,0,0,0.070751059169068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344596199922567,0,0,0,0,0.601792775833625,0.0940426256158019,0,0,0,0,0.151767691113552
"ES_71_190718_Paul_832019_05.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84502167661522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910503627706374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526923331699914,0,0,0,0,0,0
"ES_72_190718_Paul_832019_06.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556564570679736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740424568150741,0,0,0,0,0,0,0,0,0,0,0.376838609411072
"ESAug9_08262017.qgd",0,0,0,0,0,0,0,0.750310227112995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403090833164174,0,0,0,0.523977426335007
"ESJul21_08162017.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473293177506494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468215894072634,0,0,0,0.411527320236069,0,0,0,0,0,0,0,0.416278106804868,0,0,0,0,0,0,0,0,0,0,0.462736693118068
"ESJul26_08242017.qgd",0,0,0,0,0,0,0,0.527802338446097,0,0,0,0,0,0,0,0,0,0,0.0959835700726115,0,0,0,0,0,0,0,0,0,0.511860333614339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281229125999704,0,0,0,0.30243607140637,0,0,0,0.440106265135526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293189224681514
"ESJul30_08242017.qgd",0,0,0,0,0,0,0,0.183180349842451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12376658835284,0,0,0,0,0.379071626793188,0,0,0,0,0,0,0,0,0.248424563208028,0,0,0,0,0,0,0,0,0.234030630009366,0,0,0.139456988101425,0.300072444232819,0,0,0,0.619840278812258,0.220914186352373,0,0,0,0,0,0,0.243545201100824,0,0,0,0,0,0.119577890984004,0,0,0.228378918103287,0,0.150597323675963
"Galbor1Jun21_08242018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44399540783102,0,0,0,0,0,0,0,0,0,0.437453364604203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410703229374339,0,0,0,0,0,0,0,0,0,0,0,0.467884097964671,0,0,0,0,0,0,0,0,0,0,0.47319125084336
"Galbor2Jun28_08242018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308812980171317,0.313245550041774,0,0,0,0,0,0,0,0,0.712375586345095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20418000995319,0,0,0,0.462019156789462,0,0,0,0,0,0,0,0,0,0,0.20947939023037
"Galbor3Jul23_08272018.qgd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273803807895712,0,0,0.774883437364674,0,0,0,0,0,0,0,0,0,0,0.122199378138416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966097568434939,0,0,0,0,0,0,0,0.482239286220833,0,0,0,0,0,0,0,0,0,0,0.26031955548933
"Galbor4Jul30_08222018.qgd",0,0,0,0,0,0,0,0,0,0,0.144634480135852,0,0,0,0.254310146686725,0,0,0,0,0,0,0,0.0727100265351341,0,0,0,0,0,0.68976406506174,0,0,0,0,0,0,0,0,0,0,0.111252311052538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362448556140119,0.196241396443329,0,0,0,0,0.0907272891143735,0,0,0.455376807866818,0,0.188387384570042
"Galbor5Aug9_08232018.qgd",0,0,0,0,0,0,0,0,0,0.223562742678219,0.0697405517860591,0,0,0,0.085321973446453,0,0,0.108908720673516,0,0,0,0,0,0.0823618777449004,0,0.352567244604288,0,0,0.586766535725434,0,0,0.0948380781324971,0,0.0597512505768047,0,0,0,0,0,0.0508416583175139,0.219126257182618,0.0585390426505294,0,0,0,0,0,0,0,0,0.0496920331512887,0,0,0,0,0,0,0,0,0,0,0,0.41380898844977,0,0,0,0,0,0.0193691443947568,0,0,0,0,0.458211822680543
"GB_87_190722_Paul_832019_07.qgd",0,0,0,0,0,0,0,0,0,0.282434305075913,0.0746611452031654,0,0,0,0,0.191868975777551,0,0,0,0,0,0,0.05469094739618,0,0,0.684714139113094,0,0.107182473810172,0.325191221077724,0,0,0,0,0,0,0,0,0,0,0.0669602279309958,0.080865932419861,0,0,0,0,0,0,0,0,0.0562016135936294,0,0,0.0874166269089418,0,0,0,0,0,0,0,0,0,0.482910860744624,0.0975968698802553,0,0,0,0,0.054669453042686,0,0,0,0.0528453224745235,0.135824235835936
"GB_88_190722_Paul_832019_08.qgd",0,0,0,0,0,0,0,0,0,0,0.0956212862589317,0,0,0,0,0,0,0,0,0,0,0,0.088781478944879,0,0,0.76871906290817,0,0.139726988232703,0.352760591220368,0,0,0,0,0,0,0,0,0,0,0,0.128962498194849,0,0,0,0,0,0,0,0,0,0,0,0.0862425594065511,0,0,0,0,0,0,0,0,0,0.443927479931353,0.111751465130363,0,0,0,0,0,0,0,0,0,0.120219185585224
