plant,compound,emissions
achillea_millefolium,.alfa.-Copaene,26723.818181818184
achillea_millefolium,.beta.-Myrcene,8141160.278063554
achillea_millefolium,.beta.-Ocimene,2414608.615258882
achillea_millefolium,.beta.-Pinene,546434.7272727273
achillea_millefolium,.gamma.-Terpinene,1148641.792906019
achillea_millefolium,(+)-2-Bornanone,8929329.092399403
achillea_millefolium,"(1R,5R)-4-Methylene-1-((R)-6-methylhept-5-en-2-yl)bicyclo[3.1.0]hexane, (relative configuration)",154560.1642228739
achillea_millefolium,"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",932768.0897553002
achillea_millefolium,"(1S,2R,4R,7R)-4-Isopropyl-7-methyl-3,8-dioxatricyclo[5.1.0.02,4]octane",75263.90909090909
achillea_millefolium,"(1S,4aR,8aS)-1-Isopropyl-7-methyl-4-methylene-1,2,3,4,4a,5,6,8a-octahydronaphthalene",16700.363636363636
achillea_millefolium,"(3E,5E)-2,6-Dimethylocta-3,5,7-trien-2-ol",77054.29210134129
achillea_millefolium,(E)-4-Oxohex-2-enal,99004.9755300226
achillea_millefolium,"(E)-4,8-Dimethylnona-1,3,7-triene",1107471.031935278
achillea_millefolium,(R)-(-)-(Z)-14-Methyl-8-hexadecen-1-ol,26235.219941348976
achillea_millefolium,"(Z)-2,2-Dimethyl-3-(3-methylpenta-2,4-dien-1-yl)oxirane",115067.54545454546
achillea_millefolium,(Z)-Hex-3-enyl (E)-2-methylbut-2-enoate,45009.98701298701
achillea_millefolium,"[1,1'-Bicyclopentyl]-2-one",215679.981427175
achillea_millefolium,"1-Butanol, 2-methyl-",173369.27272727274
achillea_millefolium,"1-Butanol, 2-methyl-, acetate",14805.262295081968
achillea_millefolium,"1-Butanol, 3-methyl-",5166.070381231672
achillea_millefolium,"1-Butanol, 3-methyl-, acetate",5891.818181818182
achillea_millefolium,1-Chloroeicosane,196934.2727272727
achillea_millefolium,"1-Cyclohexene-1-carboxaldehyde, 4-(1-methylethenyl)-, (S)-",42209.818181818184
achillea_millefolium,"1-Heptanol, 2,4-diethyl-",5209.545454545455
achillea_millefolium,1-Hexadecanol,144817.63636363635
achillea_millefolium,1-Nonanol,60574.63636363636
achillea_millefolium,1-Nonene,45434.454545454544
achillea_millefolium,1-Pentanol,193854.00432900432
achillea_millefolium,"1-Pentanol, 2-ethyl-4-methyl-",21411.18181818182
achillea_millefolium,"1-Pentanol, 4-methyl-",266933.651266766
achillea_millefolium,1-Penten-3-ol,4785.454545454545
achillea_millefolium,"1-Pentene, 4-methyl-",64754.27272727273
achillea_millefolium,"1-Propanol, 2-methyl-",41209.96536796536
achillea_millefolium,"1,3-Cyclopentanediol, cis-",133709.0909090909
achillea_millefolium,"1,3-Octadiene",63627.664990923055
achillea_millefolium,"1,4-Cyclohexadiene, 3-ethenyl-1,2-dimethyl-",27198.06259314456
achillea_millefolium,"1,4,7,-Cycloundecatriene, 1,5,9,9-tetramethyl-, Z,Z,Z-",58452.63636363636
achillea_millefolium,"1,5,7-Octatrien-3-ol, 2,6-dimethyl-",743433.6363636364
achillea_millefolium,"1,7-Octadien-3-one, 2-methyl-6-methylene-",87017.81818181818
achillea_millefolium,"1,7-Octadiene-3,6-diol, 2,6-dimethyl-",50610.36363636364
achillea_millefolium,11-Methyldodecanol,4345.541125541125
achillea_millefolium,"2-Butenal, 3-methyl-",164783.52534562213
achillea_millefolium,"2-Butenoic acid, 2-methyl-, methyl ester, (Z)-",25990.363636363636
achillea_millefolium,"2-Cyclopenten-1-one, 3-methyl-2-(2-pentenyl)-, (Z)-",64926.52309985097
achillea_millefolium,"2-Heptanol, (S)-",497702.2380952381
achillea_millefolium,2-Heptanone,47079.56304985338
achillea_millefolium,"2-Hexanone, 4-methyl-",121020.3094173586
achillea_millefolium,"2-Hexen-1-ol, (Z)-",67213.1173020528
achillea_millefolium,"2-Hexenal, (E)-",243461.74193548388
achillea_millefolium,"2-Pentanol, 3-chloro-4-methyl-, (R*,R*)-(.+/-.)-",16875.636363636364
achillea_millefolium,"2-Pentanol, 4-methyl-",25629.18181818182
achillea_millefolium,"2-Penten-1-ol, 2-methyl-, (Z)-",10234.727272727272
achillea_millefolium,"2-Propanone, 1-hydroxy-",62312.96856149316
achillea_millefolium,"2-Propenoic acid, 6-methylheptyl ester",2113.4545454545455
achillea_millefolium,"2-Propenoic acid, octyl ester",145342.54545454544
achillea_millefolium,"2,4,6-Octatriene, 2,6-dimethyl-, (E,Z)-",74674.81818181818
achillea_millefolium,"2,4,6-Octatriene, 3,4-dimethyl-",40885.113263785395
achillea_millefolium,"2,6-Dimethyl-1,3,5,7-octatetraene, E,E-",98425.09090909093
achillea_millefolium,"2,6-Dimethyl-3,5,7-octatriene-2-ol, ,E,E-",796243.8181818182
achillea_millefolium,"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",285582.63586915465
achillea_millefolium,"2H-Inden-2-one, 1,4,5,6,7,7a-hexahydro-7a-methyl-, (S)-",127305.64516129032
achillea_millefolium,3-Carene,95904.30998509689
achillea_millefolium,"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, (R)-",103157.341991342
achillea_millefolium,"3-Hexen-1-ol, (E)-",867359.38311116
achillea_millefolium,"3-Hexen-1-ol, acetate, (E)-",3752629.088590063
achillea_millefolium,"3-Hexen-1-ol, propanoate, (Z)-",17439.941348973607
achillea_millefolium,3-Methyl-2-(2-methyl-2-butenyl)-furan,23451.594634873323
achillea_millefolium,"4-Hexen-1-ol, (Z)-",686219.1818181818
achillea_millefolium,"4-Hexen-1-ol, 2-ethenyl-2,5-dimethyl-",38130.63636363636
achillea_millefolium,"4-Methyl-1,3-pentadiene",18783.81818181818
achillea_millefolium,"4-Pentenoic acid, 2-methyl-, 4-methyl-2-pentyl ester",11138.621700879768
achillea_millefolium,4-t-Pentylcyclohexene,463554.7272727273
achillea_millefolium,"4,5-Heptadien-2-one, 3,3,6-trimethyl-",166339.08047690016
achillea_millefolium,"4,7,7-Trimethylbicyclo[4.1.0]hept-3-en-2-one",8482.272727272728
achillea_millefolium,5-Isopropyl-2-methylbicyclo[3.1.0]hexan-2-ol #,383434.1818181818
achillea_millefolium,7-Oxabicyclo[2.2.1]heptan-2-one,78016.4502164502
achillea_millefolium,"Acetic acid, heptyl ester",12496.274217585697
achillea_millefolium,"Acetic acid, hexyl ester",633618.3410504533
achillea_millefolium,"Acetic acid, pentyl ester",45282.549829335134
achillea_millefolium,Acetoin,77540.97913561849
achillea_millefolium,Acetophenone,506795
achillea_millefolium,"Benzene, 1-methyl-3-(1-methylethyl)-",2528310.5454545454
achillea_millefolium,"Benzene, 1,3-dichloro-",10956.818181818182
achillea_millefolium,Benzyl isopentyl ether,24320.93841642229
achillea_millefolium,"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S-endo)-",640230.8628912071
achillea_millefolium,"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, acetate, (1S-endo)-",2046299.970193741
achillea_millefolium,"Bicyclo[2.2.1]heptane, 2,2-dimethyl-3-methylene-, (1S)-",213623.64006538148
achillea_millefolium,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",104828.91859136808
achillea_millefolium,"Bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-",6004181.372539324
achillea_millefolium,"Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-",67308.37555886737
achillea_millefolium,"Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-, [1S-(1.alpha.,3.alpha.,5.alpha.)]-",38953.545454545456
achillea_millefolium,"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",2567998
achillea_millefolium,"Borane, diethyl(decyloxy)-",5841.272727272727
achillea_millefolium,Bornyl acetate,385047.3636363637
achillea_millefolium,"Butanal, 3-methyl-, oxime",3812.818181818182
achillea_millefolium,"Butanal, O-methyloxime",118595.00879765397
achillea_millefolium,"Butane, 1-fluoro-",15746.727272727272
achillea_millefolium,"Butanedioic acid, 2,3-bis(acetyloxy)-, [R-(R*,R*)]-",27149.03225806452
achillea_millefolium,"Butanenitrile, 2-methyl-",122986.52103264266
achillea_millefolium,"Butanenitrile, 3-methyl-",34458.22902745061
achillea_millefolium,"Butanoic acid, 3-hexenyl ester, (Z)-",46203.480938416425
achillea_millefolium,"Butyl aldoxime, 2-methyl-, syn-",432189.6363636363
achillea_millefolium,Camphene,420085.0909090909
achillea_millefolium,Caryophyllene,653461.790749529
achillea_millefolium,Caryophyllene oxide,239852.3337339551
achillea_millefolium,"cis-(-)-1,2-Epoxy-p-menth-8-ene",6075.363636363636
achillea_millefolium,cis-3-Hexenyl-.alpha.-methylbutyrate,29274.18181818182
achillea_millefolium,Copaene,509313.6648215173
achillea_millefolium,Cyclododecanol,24360
achillea_millefolium,"Cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, [1S-(1.alpha.,2.beta.,4.beta.)]-",180771.1177347243
achillea_millefolium,"Cyclohexane, 1,1-dimethyl-2-propyl-",377825.71428571426
achillea_millefolium,"Cyclohexanol, 1-methyl-4-(1-methylethyl)-",47845.818181818184
achillea_millefolium,"Cyclohexanol, 5-methyl-2-(1-methylethyl)-",56335.72727272727
achillea_millefolium,"Cyclohexene, 3-(1,5-dimethyl-4-hexenyl)-6-methylene-, [S-(R*,S*)]-",160540.61102831594
achillea_millefolium,"Cyclooctene, 3-(1-methylethenyl)-",29840.727272727272
achillea_millefolium,"Cyclopentane, 1-ethyl-2-methyl-",49773.07331378299
achillea_millefolium,"Cyclopentane, 1,2-dimethyl-",12150.818181818182
achillea_millefolium,"Cyclopentane, 1,2,4-trimethyl-",32880.63636363636
achillea_millefolium,Cyclopentanone,30951.727272727272
achillea_millefolium,"Cyclopentanone, 2-ethyl-",64092.80313904322
achillea_millefolium,"Cyclopropane, 2-(1,1-dimethyl-2-propenyl)-1,1-dimethyl-",18246.795827123697
achillea_millefolium,D-Carvone,144561.18181818182
achillea_millefolium,D-Limonene,7333897.596846306
achillea_millefolium,"Decane, 3,7-dimethyl-",97217.36363636365
achillea_millefolium,"Decanoic acid, silver(1+) salt",78710.81818181818
achillea_millefolium,"E,Z-4-Ethylidenecyclohexene",137918.56416701578
achillea_millefolium,Eicosanoic acid,74233.09090909091
achillea_millefolium,Eicosyl octyl ether,37879.545454545456
achillea_millefolium,"Ethanone, 1-(3-cyclohexen-1-yl)-",13381.818181818182
achillea_millefolium,Eucalyptol,3642339.1158598145
achillea_millefolium,"Formic acid, hexyl ester",275649.3401759531
achillea_millefolium,"Formic acid, pentyl ester",7044.232488822654
achillea_millefolium,"Furan, 2-methyl-",146148.08047690016
achillea_millefolium,Geranyl acetate,8739.22077922078
achillea_millefolium,"Heptadecane, 2,6,10,14-tetramethyl-",64327.545454545456
achillea_millefolium,"Hexane, 1-chloro-",11328.272727272728
achillea_millefolium,Hexyl chloroformate,150394.18181818182
achillea_millefolium,Hexyl octyl ether,3699.5454545454545
achillea_millefolium,L-.alpha.-Terpineol,748030.3646459305
achillea_millefolium,L-Lactic acid,751888.8299120235
achillea_millefolium,Linalool,16994.372294372293
achillea_millefolium,Methyl vinyl ketone,96869.27272727272
achillea_millefolium,Myroxide,134939.45454545456
achillea_millefolium,n-Nonylcyclohexane,43833.454545454544
achillea_millefolium,n-Valeric acid cis-3-hexenyl ester,81075.26863406293
achillea_millefolium,"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-",59789.63636363636
achillea_millefolium,"Naphthalene, 1,2,3,4,4a,5,6,7-octahydro-4a-methyl-",69149.45454545454
achillea_millefolium,"Naphthalene, decahydro-4a-methyl-1-methylene-7-(1-methylethenyl)-, [4aR-(4a.alpha.,7.alpha.,8a.beta.)]-",48898.47988077497
achillea_millefolium,Octyl tetradecyl ether,6586.727272727273
achillea_millefolium,"Oleyl alcohol, trifluoroacetate",966257.2727272728
achillea_millefolium,"Oxetane, 2,2-dimethyl-",28404.800865800866
achillea_millefolium,Pent-2-ynal,5709.941348973607
achillea_millefolium,"Pentafluoropropionic acid, decyl ester",88584.18181818182
achillea_millefolium,"Pentafluoropropionic acid, dodecyl ester",162232.32551319647
achillea_millefolium,"Pentafluoropropionic acid, tetradecyl ester",42343.72727272727
achillea_millefolium,"phenol, 2-(1,1,3,3-tetramethylbutyl)-",46219.63636363636
achillea_millefolium,Prenol,33988.94562761406
achillea_millefolium,"Propanal, 2-methyl-, oxime",143793.7795779049
achillea_millefolium,"Propyl aldoxime, 2-methyl-, syn-",16046.912023460412
achillea_millefolium,"Sabinyl, 2-methylbutanoate",93446.49350649353
achillea_millefolium,Thujone,1766927.649769585
achillea_millefolium,trans-.alpha.-Bergamotene,17255.868035190615
achillea_millefolium,trans-Geranylgeraniol,13971.454545454546
achillea_millefolium,"trans-p-Mentha-2,8-dienol",66464.36363636363
achillea_millefolium,"Undecane, 2,10-dimethyl-",9601.454545454546
agoseris_aurantiaca,.beta.-Myrcene,97283.4
agoseris_aurantiaca,.beta.-Ocimene,239893.4
agoseris_aurantiaca,.gamma.-Terpinene,69370
agoseris_aurantiaca,"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",974329
agoseris_aurantiaca,(E)-4-Oxohex-2-enal,15204.4
agoseris_aurantiaca,"(E)-4,8-Dimethylnona-1,3,7-triene",82969.8
agoseris_aurantiaca,"[1,1'-Bicyclopentyl]-2-one",705800.6
agoseris_aurantiaca,"1-Butanol, 3-methyl-",4497.2
agoseris_aurantiaca,"1-Butanol, 3-methyl-, acetate",96486
agoseris_aurantiaca,"1-Decanol, 2-octyl-",730840.6
agoseris_aurantiaca,"1-Decene, 3,3,4-trimethyl-",550730.8
agoseris_aurantiaca,1-Heptene,67227.6
agoseris_aurantiaca,"1-Hexene, 3,5-dimethyl-",49342
agoseris_aurantiaca,1-Nonanol,553488.4
agoseris_aurantiaca,1-Nonene,20158.6
agoseris_aurantiaca,1-Pentanol,23114.6
agoseris_aurantiaca,"1-Pentanol, 2-ethyl-4-methyl-",45884.4
agoseris_aurantiaca,1-Penten-3-ol,15230.6
agoseris_aurantiaca,"1-Propanol, 2-methyl-",40416.2
agoseris_aurantiaca,"1,2,4-Metheno-1H-indene, octahydro-1,7a-dimethyl-5-(1-methylethyl)-, [1S-(1.alpha.,2.alpha.,3a.beta.,4.alpha.,5.alpha.,7a.beta.",81289.6
agoseris_aurantiaca,"1,3-Cyclopentanediol, cis-",166628.2
agoseris_aurantiaca,"1,3-Octadiene",23034
agoseris_aurantiaca,"2-Pentanol, 4-methyl-",130202.6
agoseris_aurantiaca,"2-Propenoic acid, 4-methylpentyl ester",64851.2
agoseris_aurantiaca,"2-Propenoic acid, octyl ester",600765.2
agoseris_aurantiaca,"2-Undecenal, E-",32683.2
agoseris_aurantiaca,"2,4,6-Octatriene, 3,4-dimethyl-",3504.6
agoseris_aurantiaca,"2,6-Octadien-1-ol, 2,7-dimethyl-",156416
agoseris_aurantiaca,3-Carene,129806
agoseris_aurantiaca,"3-Hexen-1-ol, acetate, (E)-",688507.8
agoseris_aurantiaca,"4-Decene, 7-methyl-, (E)-",9000.6
agoseris_aurantiaca,"4-Hexen-1-ol, (Z)-",298005.8
agoseris_aurantiaca,"4-Hexen-1-ol, 2-ethenyl-2,5-dimethyl-",89475
agoseris_aurantiaca,5-Isopropyl-2-methylbicyclo[3.1.0]hexan-2-ol #,28197.8
agoseris_aurantiaca,"5-Octadecene, (E)-",40062
agoseris_aurantiaca,"Acetic acid, hexyl ester",8873
agoseris_aurantiaca,Acetoin,39634.4
agoseris_aurantiaca,"Benzene, 1-methyl-3-(1-methylethyl)-",32485.2
agoseris_aurantiaca,"Bicyclo[2.2.1]heptane, 2,2-dimethyl-3-methylene-, (1S)-",65583
agoseris_aurantiaca,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",21593.8
agoseris_aurantiaca,"Bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-",527532.8
agoseris_aurantiaca,"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",76156
agoseris_aurantiaca,"Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-",40424.8
agoseris_aurantiaca,"Borane, diethyl(decyloxy)-",435807.8
agoseris_aurantiaca,"Butane, 1,2-dichloro-2-methyl-",169865.6
agoseris_aurantiaca,"Butanenitrile, 2-methyl-",25447.4
agoseris_aurantiaca,"Butyl aldoxime, 2-methyl-, syn-",3403.6
agoseris_aurantiaca,"Carbamic acid, N-phenyl-, 1,5-dimethyl-1-vinyl-4-hexenyl ester",253499
agoseris_aurantiaca,"Carbonic acid, tetradecyl vinyl ester",252314.2
agoseris_aurantiaca,Carveol,46021
agoseris_aurantiaca,Caryophyllene,52230.6
agoseris_aurantiaca,"Cyclohexanol, 1-methyl-4-(1-methylethyl)-",34303.8
agoseris_aurantiaca,"Cyclopentanone, 2-ethyl-",89911.4
agoseris_aurantiaca,"Cyclopropane, 1,1-dimethyl-2-(3-methyl-1,3-butadienyl)-",192962.6
agoseris_aurantiaca,D-Carvone,16022.2
agoseris_aurantiaca,D-Limonene,1415141
agoseris_aurantiaca,"Decane, 3,3,6-trimethyl-",52241.4
agoseris_aurantiaca,"Dodecane, 4-cyclohexyl-",289329.8
agoseris_aurantiaca,Eicosyl octyl ether,403075
agoseris_aurantiaca,"Ethanol, 2-(hexyloxy)-",5428
agoseris_aurantiaca,"Furan, 2-methyl-",18962.4
agoseris_aurantiaca,"Heptane, 2,2,3,3,5,6,6-heptamethyl-",19678.4
agoseris_aurantiaca,"Heptane, 2,5,5-trimethyl-",14225.6
agoseris_aurantiaca,"Hexane, 3-methyl-4-methylene-",18726.8
agoseris_aurantiaca,Hexyl octyl ether,11638.4
agoseris_aurantiaca,Linalool,88657.2
agoseris_aurantiaca,"Methoxyacetic acid, tetradecyl ester",593086
agoseris_aurantiaca,n-Nonylcyclohexane,282649
agoseris_aurantiaca,"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-",423419
agoseris_aurantiaca,Octyl tetradecyl ether,320692.2
agoseris_aurantiaca,"Oleyl alcohol, trifluoroacetate",1775411
agoseris_aurantiaca,"p-Mentha-1,5,8-triene",17781.2
agoseris_aurantiaca,"Pentafluoropropionic acid, tetradecyl ester",129710.6
agoseris_aurantiaca,trans-Geranylgeraniol,71804.8
agoseris_aurantiaca,"trans-p-Mentha-2,8-dienol",21179.2
agoseris_aurantiaca,"Tridecane, 2,5-dimethyl-",13094.6
agoseris_glauca,.beta.-Myrcene,195873.4
agoseris_glauca,.beta.-Ocimene,256108.6
agoseris_glauca,.beta.-Phellandrene,7863
agoseris_glauca,.gamma.-Terpinene,20309.2
agoseris_glauca,"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",249385.6
agoseris_glauca,(E)-4-Oxohex-2-enal,10812.4
agoseris_glauca,"(E)-4,8-Dimethylnona-1,3,7-triene",312586.2
agoseris_glauca,"[1,1'-Bicyclopentyl]-2-one",858913.8
agoseris_glauca,"1-Butanol, 3-methyl-",12425.6
agoseris_glauca,1-Chloroeicosane,143520
agoseris_glauca,"1-Decanol, 2-octyl-",352361
agoseris_glauca,1-Hexadecanol,258051.2
agoseris_glauca,1-Nonanol,228786.4
agoseris_glauca,1-Pentanol,453271.2
agoseris_glauca,1-Penten-3-ol,37268.4
agoseris_glauca,"1-Pentene, 4-methyl-",202266.4
agoseris_glauca,"1-Propanol, 2-methyl-",43434.4
agoseris_glauca,"1,3-Octadiene",16366.8
agoseris_glauca,"2-Butanone, 3-methyl-",32695.4
agoseris_glauca,"2-Butenal, 3-methyl-",251406.2
agoseris_glauca,"2-Furanmethanol, 5-ethenyltetrahydro-.alpha.,.alpha.,5-trimethyl-, cis-",60092.2
agoseris_glauca,"2-Hexenal, (E)-",17010.8
agoseris_glauca,"2-Pentanol, 3-chloro-4-methyl-, (R*,R*)-(.+/-.)-",485728.2
agoseris_glauca,"2-Pentanol, 4-methyl-",348554.4
agoseris_glauca,"2-Penten-1-ol, 2-methyl-, (Z)-",142890.6
agoseris_glauca,"2-Propenoic acid, 4-methylpentyl ester",87421.2
agoseris_glauca,"2-Propenoic acid, octyl ester",217150.2
agoseris_glauca,"2,4,6-Octatriene, 3,4-dimethyl-",12721.4
agoseris_glauca,"2H-Inden-2-one, 1,4,5,6,7,7a-hexahydro-7a-methyl-, (S)-",43470
agoseris_glauca,3-(Benzoylthio)-2-methylpropanoic acid,176500.2
agoseris_glauca,3-Carene,152838.2
agoseris_glauca,"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, (R)-",15074.4
agoseris_glauca,"3-Hexen-1-ol, acetate, (E)-",1541392.4
agoseris_glauca,"4-Decene, 7-methyl-, (E)-",7598.8
agoseris_glauca,"4-Hexen-1-ol, (Z)-",191771.8
agoseris_glauca,"4-Methyl-1,3-pentadiene",59484.8
agoseris_glauca,"5-Octadecene, (E)-",238920.6
agoseris_glauca,"Acetic acid, heptyl ester",97551
agoseris_glauca,"Acetic acid, hexyl ester",64599.2
agoseris_glauca,"Acetic acid, phenylmethyl ester",11914.4
agoseris_glauca,Acetoin,27622
agoseris_glauca,Anisole,36032.4
agoseris_glauca,"Benzene, 1,3-dichloro-",30974.2
agoseris_glauca,Benzyl isopentyl ether,253558.6
agoseris_glauca,"Bicyclo[2.2.1]heptane, 2,2-dimethyl-3-methylene-, (1S)-",22678.8
agoseris_glauca,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",35799
agoseris_glauca,"Bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-",303113.2
agoseris_glauca,"Borane, diethyl(decyloxy)-",484682.4
agoseris_glauca,"Butanenitrile, 2-methyl-",40294
agoseris_glauca,"Butanenitrile, 3-methyl-",17819
agoseris_glauca,"Carbamic acid, N-phenyl-, 1,5-dimethyl-1-vinyl-4-hexenyl ester",102232.4
agoseris_glauca,Carveol,38850.2
agoseris_glauca,Caryophyllene,54946
agoseris_glauca,Cyclododecanol,350808
agoseris_glauca,"Cyclopentane, 1,2-dimethyl-",156013.6
agoseris_glauca,"Cyclopentane, 1,2,4-trimethyl-",173954.4
agoseris_glauca,Cyclopentanone,1577372.6
agoseris_glauca,"Cyclopentanone, 2-ethyl-",93730.6
agoseris_glauca,"Cyclopropane, 1,1-dimethyl-2-(3-methyl-1,3-butadienyl)-",153695.6
agoseris_glauca,D-Carvone,18190.6
agoseris_glauca,D-Limonene,777934.6
agoseris_glauca,"Dodecane, 4-cyclohexyl-",105490.8
agoseris_glauca,"Dodecane, 4,9-dipropyl-",229240
agoseris_glauca,"E,Z-4-Ethylidenecyclohexene",22014.2
agoseris_glauca,Eicosyl octyl ether,709271.4
agoseris_glauca,"Ethanone, 1-(3-cyclohexen-1-yl)-",63361
agoseris_glauca,"Ethanone, 1-cyclopropyl-",38595.6
agoseris_glauca,"Formic acid, hexyl ester",177605.4
agoseris_glauca,"Furan, 2-methyl-",41829.8
agoseris_glauca,"Heptadecane, 2,6,10,14-tetramethyl-",104707.2
agoseris_glauca,"Hexane, 3-methyl-4-methylene-",9126
agoseris_glauca,Hexyl chloroformate,65751.2
agoseris_glauca,L-.alpha.-Terpineol,28692.4
agoseris_glauca,Linalool,291397.2
agoseris_glauca,n-Nonylcyclohexane,337317
agoseris_glauca,"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-",335505.8
agoseris_glauca,Neryl (S)-2-methylbutanoate,165103.2
agoseris_glauca,Octyl tetradecyl ether,115421.8
agoseris_glauca,"Oleyl alcohol, trifluoroacetate",574645.4
agoseris_glauca,"Oxetane, 2,2-dimethyl-",19392.6
agoseris_glauca,"Pentafluoropropionic acid, tetradecyl ester",48721.4
agoseris_glauca,"phenol, 2-(1,1,3,3-tetramethylbutyl)-",235780.8
agoseris_glauca,Phenylethyl Alcohol,63658.2
agoseris_glauca,"Propanal, 2-methyl-, oxime",27489
agoseris_glauca,"Propanedioic acid, (benzoylhydrazono)-, dimethyl ester",195745.6
agoseris_glauca,"Propanoic acid, 2,2-dimethyl-, 2-ethylhexyl ester",33479
amelanchier_alnifolia,.alpha.-Cubebene,61403.73134328358
amelanchier_alnifolia,.beta.-Ocimene,689100
amelanchier_alnifolia,(+)-3-Carene,236697.76119402985
amelanchier_alnifolia,"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",133233.4523036989
amelanchier_alnifolia,"(E)-4,8-Dimethylnona-1,3,7-triene",96394.42569759896
amelanchier_alnifolia,"[1,1'-Bicyclopentyl]-2-one",536024.7696301104
amelanchier_alnifolia,"1-Butanol, 3-methyl-",16363.432835820897
amelanchier_alnifolia,1-Nonene,120144.1791044776
amelanchier_alnifolia,"1-Pentanol, 2-ethyl-4-methyl-",56873.913043478264
amelanchier_alnifolia,1-Penten-3-ol,33671.19402985075
amelanchier_alnifolia,"2-Butenal, 3-methyl-",49019.10447761194
amelanchier_alnifolia,"2-Oxepanone, 7-methyl-",641685.2109020117
amelanchier_alnifolia,"2,4,6-Octatriene, 3,4-dimethyl-",18631.739130434784
amelanchier_alnifolia,3-Carene,320887.7547047372
amelanchier_alnifolia,"3-Hexen-1-ol, acetate, (E)-",221401.7391304348
amelanchier_alnifolia,"5-Octadecene, (E)-",128344.78260869566
amelanchier_alnifolia,Acetoin,164293.77676833226
amelanchier_alnifolia,Benzyl isopentyl ether,406200.4347826087
amelanchier_alnifolia,"Bicyclo[2.2.1]heptane, 2,2-dimethyl-3-methylene-, (1S)-",41524.14665801428
amelanchier_alnifolia,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",28960.000000000004
amelanchier_alnifolia,"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",110681.7391304348
amelanchier_alnifolia,"Butanenitrile, 2-methyl-",287524.15314730693
amelanchier_alnifolia,"Butanenitrile, 3-methyl-",275487.2096041532
amelanchier_alnifolia,"Cyclopentanone, 2-ethyl-",64373.45879299156
amelanchier_alnifolia,D-Limonene,633368.695652174
amelanchier_alnifolia,"Decane, 5-ethyl-5-methyl-",65193.913043478264
amelanchier_alnifolia,"Hexane, 1-chloro-",152369.10447761192
amelanchier_alnifolia,"Octane, 2,6,6-trimethyl-",315505.0746268657
amelanchier_alnifolia,"Sulfurous acid, 2-ethylhexyl octadecyl ester",85376.95652173914
amelanchier_alnifolia,"Sulfurous acid, pentyl undecyl ester",59086.956521739135
androsace_septentrionalis,"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",193360.5
androsace_septentrionalis,(E)-4-Oxohex-2-enal,24762
androsace_septentrionalis,(R)-(-)-(Z)-14-Methyl-8-hexadecen-1-ol,16628.25
androsace_septentrionalis,"[1,1'-Bicyclopentyl]-2-one",398424.25
androsace_septentrionalis,"1-Decanol, 2-octyl-",107804.25
androsace_septentrionalis,1-Hexadecanol,821567
androsace_septentrionalis,1-Nonanol,431960.5
androsace_septentrionalis,1-Nonene,124905.75
androsace_septentrionalis,"1-Pentene, 4-methyl-",345501.25
androsace_septentrionalis,"1-Propanol, 2-methyl-",42292.5
androsace_septentrionalis,1-Undecene,9992.5
androsace_septentrionalis,"2-Butenal, 3-methyl-",26252.5
androsace_septentrionalis,2-Nonene,281411.75
androsace_septentrionalis,"2-Penten-1-ol, 2-methyl-, (Z)-",49901
androsace_septentrionalis,"2-Propenoic acid, 4-methylpentyl ester",107084.75
androsace_septentrionalis,2-Tridecanone,23770.5
